Biofluido,Experiment,Metabolite,HMDB,Concentration_ASICS,Concentration_GS,Metodo,Diferenca_Absoluta,Erro_Percentual
Urina,01RCF_csv,Carnosine,HMDB00033,934.955206207668,111.4,CSV,823.555206207668,739.28
Urina,01RCF_csv,Carnitine,HMDB00062,935.262538455737,121.9,CSV,813.362538455737,667.24
Urina,01RCF_csv,Valine,HMDB00883,983.839770835278,73.0,CSV,910.839770835278,1247.73
Urina,01RCF_csv,Methylamine,,1006.98904568648,,CSV,,
Urina,01RCF_csv,Valerate,,1055.91883334881,,CSV,,
Urina,01RCF_csv,Tartarate,,1064.20501425133,,CSV,,
Urina,01RCF_csv,Inosine,,1064.69888056051,,CSV,,
Urina,01RCF_csv,Leucine,HMDB00687,1110.71978174612,91.8,CSV,1018.91978174612,1109.93
Urina,01RCF_csv,alpha-Hydroxyisobutyrate,,1135.84871501521,,CSV,,
Urina,01RCF_csv,PropyleneGlycol,,1142.54582122757,,CSV,,
Urina,01RCF_csv,Acetate,HMDB00042,1179.84966304064,160.9,CSV,1018.9496630406401,633.28
Urina,01RCF_csv,Syringate,,1223.49500090302,,CSV,,
Urina,01RCF_csv,Dimethylsulfone,,1228.44898028654,,CSV,,
Urina,01RCF_csv,Tyrosine,HMDB00158,1281.78185399416,157.3,CSV,1124.48185399416,714.86
Urina,01RCF_csv,GTP,,1285.06552728236,,CSV,,
Urina,01RCF_csv,Vanillate,,1310.14590709887,,CSV,,
Urina,01RCF_csv,4-EthylPhenol,,1320.08549515962,,CSV,,
Urina,01RCF_csv,Glutathione-reduced,,1331.60781854831,,CSV,,
Urina,01RCF_csv,Homovanillate,,1386.23458769578,,CSV,,
Urina,01RCF_csv,Pyrocatechol,,1392.93117759336,,CSV,,
Urina,01RCF_csv,Saturated_fattty_acids,,1435.91344908117,,CSV,,
Urina,01RCF_csv,UTP,,1439.02299763388,,CSV,,
Urina,01RCF_csv,Quinolinate,,1462.07608682436,,CSV,,
Urina,01RCF_csv,S-Acetamidomethylcysteine,,1464.48180198681,,CSV,,
Urina,01RCF_csv,Phosphocholine,,1465.0140941592,,CSV,,
Urina,01RCF_csv,5-AminoValerate,,1548.1178712071,,CSV,,
Urina,01RCF_csv,Sarcosine,,1566.94397404984,,CSV,,
Urina,01RCF_csv,Glutaconate,,1574.98159598531,,CSV,,
Urina,01RCF_csv,2-Deoxyguanosine,,1585.39090882607,,CSV,,
Urina,01RCF_csv,Dihydrothymine,,1608.47998063749,,CSV,,
Urina,01RCF_csv,3-Methyladipate,,1619.1351334979,,CSV,,
Urina,01RCF_csv,Alanine,HMDB00161,1628.27978193476,383.0,CSV,1245.27978193476,325.14
Urina,01RCF_csv,Methionine,HMDB00696,1641.88687334281,79.5,CSV,1562.38687334281,1965.27
Urina,01RCF_csv,Threonine,HMDB00167,1720.01581511536,390.6,CSV,1329.4158151153601,340.35
Urina,01RCF_csv,trans-Ferulate,,1737.60265263987,,CSV,,
Urina,01RCF_csv,Anserine,,1831.89273597692,,CSV,,
Urina,01RCF_csv,Allantoin,,1832.79309525385,,CSV,,
Urina,01RCF_csv,Glycogen,,1872.02145728325,,CSV,,
Urina,01RCF_csv,Fucose,HMDB00174,1893.47316986967,184.2,CSV,1709.27316986967,927.94
Urina,01RCF_csv,Phenylglyoxylate,,1950.27838651778,,CSV,,
Urina,01RCF_csv,O-Acetyl-L-Carnitine,,1953.88016045398,,CSV,,
Urina,01RCF_csv,Methylguanidine,,1966.22158968227,,CSV,,
Urina,01RCF_csv,1-Methylhydantoin,,2045.00645340238,,CSV,,
Urina,01RCF_csv,Hypotaurine,,2060.50339934482,,CSV,,
Urina,01RCF_csv,4-HydroxyphenylAcetate,,2113.29123954202,,CSV,,
Urina,01RCF_csv,2-Propanol,,2151.09567720965,,CSV,,
Urina,01RCF_csv,Putrescine,,2191.08668337226,,CSV,,
Urina,01RCF_csv,Arginine,,2213.50030634072,,CSV,,
Urina,01RCF_csv,Urocanate,HMDB00301,2238.94449628954,25.0,CSV,2213.94449628954,8855.78
Urina,01RCF_csv,3-Hydroxybutyrate,HMDB00357,2338.61638093897,122.6,CSV,2216.01638093897,1807.52
Urina,01RCF_csv,Glutathione-oxidized,,2508.93607312883,,CSV,,
Urina,01RCF_csv,Indoxylsulfate,,2520.02824557336,,CSV,,
Urina,01RCF_csv,Sorbitol,,2644.07546177237,,CSV,,
Urina,01RCF_csv,Spermidine,,2644.89974252666,,CSV,,
Urina,01RCF_csv,Methylmalonate,,2679.08308726344,,CSV,,
Urina,01RCF_csv,Argininosuccinate,,2754.58112809287,,CSV,,
Urina,01RCF_csv,Phenylalanine,,2852.62305355892,,CSV,,
Urina,01RCF_csv,3-PhenylPropionate,,2868.93193899826,,CSV,,
Urina,01RCF_csv,Trans-Acotinate,,2895.75164872919,,CSV,,
Urina,01RCF_csv,Formate,HMDB00142,2924.63285804939,515.2,CSV,2409.4328580493902,467.67
Urina,01RCF_csv,2-Oxoglutarate,HMDB00208,2928.9821575696,165.2,CSV,2763.7821575696003,1672.99
Urina,01RCF_csv,N-Acetylglycine,,3013.00652137936,,CSV,,
Urina,01RCF_csv,trans-4-Hydroxy-L-Proline,,3158.23097358878,,CSV,,
Urina,01RCF_csv,Arabitol,,3222.02925602539,,CSV,,
Urina,01RCF_csv,Tryptophan,HMDB00929,3263.48739484744,111.3,CSV,3152.18739484744,2832.15
Urina,01RCF_csv,Galactose,,3357.74186032764,,CSV,,
Urina,01RCF_csv,Cadaverine,,3531.92276407892,,CSV,,
Urina,01RCF_csv,Histidine,HMDB00177,3560.12768105752,1947.6,CSV,1612.52768105752,82.8
Urina,01RCF_csv,Creatine,HMDB00064,3736.89600080405,215.4,CSV,3521.49600080405,1634.86
Urina,01RCF_csv,Lysine,HMDB00182,3815.40375141231,472.0,CSV,3343.40375141231,708.35
Urina,01RCF_csv,Pyroglutamate,HMDB00267,3877.88140718988,502.6,CSV,3375.28140718988,671.56
Urina,01RCF_csv,Levoglucosan,,3883.2459519021,,CSV,,
Urina,01RCF_csv,Ornithine,,4039.44901188191,,CSV,,
Urina,01RCF_csv,Galactitol,,4117.26146626321,,CSV,,
Urina,01RCF_csv,GABA,,4618.53680134868,,CSV,,
Urina,01RCF_csv,Citrulline,,4850.32136517696,,CSV,,
Urina,01RCF_csv,Glutamate,,4861.60549361839,,CSV,,
Urina,01RCF_csv,Beta-Alanine,,4885.04310406752,,CSV,,
Urina,01RCF_csv,2-AminoAdipate,,4919.37301490738,,CSV,,
Urina,01RCF_csv,Myo-Inositol,,5040.65850304404,,CSV,,
Urina,01RCF_csv,Mannose,,5053.84860827823,,CSV,,
Urina,01RCF_csv,Lactate,HMDB00190,5109.66115443565,44.3,CSV,5065.36115443565,11434.22
Urina,01RCF_csv,N-Acetyl-L-Aspartate,,5144.35815303069,,CSV,,
Urina,01RCF_csv,Asparagine,HMDB00168,5344.58440754538,188.7,CSV,5155.88440754538,2732.32
Urina,01RCF_csv,Cystine,,5416.34483968003,,CSV,,
Urina,01RCF_csv,Malate,,5571.77771355457,,CSV,,
Urina,01RCF_csv,Glycerol,,6002.90433381067,,CSV,,
Urina,01RCF_csv,Glucuronate,,6060.78235187244,,CSV,,
Urina,01RCF_csv,Glutamine,HMDB00641,6204.3298717283,839.1,CSV,5365.229871728299,639.4
Urina,01RCF_csv,Threitol,,6208.01439205347,,CSV,,
Urina,01RCF_csv,Aspartate,,6326.17016168126,,CSV,,
Urina,01RCF_csv,"1,3-Diaminopropane",,6452.98266689282,,CSV,,
Urina,01RCF_csv,Dimethylamine,HMDB00087,6458.54009573264,759.3,CSV,5699.24009573264,750.59
Urina,01RCF_csv,Lactose,,7211.61216399885,,CSV,,
Urina,01RCF_csv,Xylitol,HMDB02917,7219.30217612643,498.6,CSV,6720.70217612643,1347.91
Urina,01RCF_csv,Isocitrate,,7334.87634889928,,CSV,,
Urina,01RCF_csv,Glucose-6-Phosphate,,7454.44235725773,,CSV,,
Urina,01RCF_csv,Fructose,HMDB00660,7750.53141724093,611.9,CSV,7138.63141724093,1166.63
Urina,01RCF_csv,2-Deoxycytidine,,7822.71091817544,,CSV,,
Urina,01RCF_csv,Glucose,HMDB00122,8255.5188589324,610.1,CSV,7645.4188589324,1253.14
Urina,01RCF_csv,Phenethylamine,,8500.18214524583,,CSV,,
Urina,01RCF_csv,Guanidinoacetate,,8525.91432896693,,CSV,,
Urina,01RCF_csv,Betaine,HMDB00043,8590.68049024339,179.1,CSV,8411.58049024339,4696.58
Urina,01RCF_csv,Saccarate,,8848.67622824952,,CSV,,
Urina,01RCF_csv,Ethanolamine,HMDB00149,9460.50885901954,979.4,CSV,8481.10885901954,865.95
Urina,01RCF_csv,Hippurate,HMDB00714,9741.46236464434,4653.1,CSV,5088.362364644339,109.35
Urina,01RCF_csv,Citrate,HMDB00094,10960.533585261,3886.5,CSV,7074.033585261001,182.02
Urina,01RCF_csv,Gluconate,,11134.5764227819,,CSV,,
Urina,01RCF_csv,Cysteine,,11796.1294195556,,CSV,,
Urina,01RCF_csv,Proline,,12056.6398232553,,CSV,,
Urina,01RCF_csv,Glycine,HMDB00123,15543.3204474895,1518.6,CSV,14024.720447489499,923.53
Urina,01RCF_csv,Serine,HMDB00187,17181.1846411819,896.5,CSV,16284.684641181899,1816.47
Urina,01RCF_csv,Uracil,HMDB00300,18885.6038443532,181.8,CSV,18703.803844353202,10288.12
Urina,01RCF_csv,Threonate,,19235.3915727742,,CSV,,
Urina,01RCF_csv,Taurine,HMDB00251,19318.1267760495,2148.6,CSV,17169.5267760495,799.1
Urina,01RCF_csv,Glycolate,HMDB00115,23920.0792551569,1226.6,CSV,22693.4792551569,1850.11
Urina,01RCF_csv,Cytosine,,26516.6910776538,,CSV,,
Urina,01RCF_csv,Creatinine,HMDB00562,120826.437446869,24012.6,CSV,96813.837446869,403.18
Urina,02RCF_csv,Arabitol,,0.0,,CSV,,
Urina,02RCF_csv,Methionine,HMDB00696,0.0,34.4,CSV,34.4,100.0
Urina,02RCF_csv,Tartarate,,0.0,,CSV,,
Urina,02RCF_csv,UDP,,0.0,,CSV,,
Urina,02RCF_csv,Pyruvate,HMDB00243,0.0,54.9,CSV,54.9,100.0
Urina,02RCF_csv,Succinate,HMDB00254,0.0,20.1,CSV,20.1,100.0
Urina,02RCF_csv,Sebacate,,0.0,,CSV,,
Urina,02RCF_csv,GDP,,0.0,,CSV,,
Urina,02RCF_csv,Azelaic ate,,0.0,,CSV,,
Urina,02RCF_csv,dAMP,,0.0,,CSV,,
Urina,02RCF_csv,Nicotinurate,,0.0,,CSV,,
Urina,02RCF_csv,NADP,,0.0,,CSV,,
Urina,02RCF_csv,Propionate,,0.0,,CSV,,
Urina,02RCF_csv,Long-chain_alkane,,0.0,,CSV,,
Urina,02RCF_csv,AMP,,0.0,,CSV,,
Urina,02RCF_csv,NAD,,0.0,,CSV,,
Urina,02RCF_csv,Mandelate,,0.0,,CSV,,
Urina,02RCF_csv,Nicotinate,,0.0685259068681063,,CSV,,
Urina,02RCF_csv,Fumarate,,6.04785043690419,,CSV,,
Urina,02RCF_csv,Homovanillate,,12.992727012245,,CSV,,
Urina,02RCF_csv,Ascorbate,,42.9093634530622,,CSV,,
Urina,02RCF_csv,CTP,,47.4555638305981,,CSV,,
Urina,02RCF_csv,2-Picolinate,,94.3508015834879,,CSV,,
Urina,02RCF_csv,2-HydroxyphenylAcetate,,133.486824335084,,CSV,,
Urina,02RCF_csv,UDPG,,183.47233207809,,CSV,,
Urina,02RCF_csv,IMP,,192.154860241966,,CSV,,
Urina,02RCF_csv,Citraconate,,198.731682368565,,CSV,,
Urina,02RCF_csv,Urocanate,HMDB00301,235.211067200968,17.0,CSV,218.211067200968,1283.59
Urina,02RCF_csv,Vanillate,,246.294152383622,,CSV,,
Urina,02RCF_csv,Kynurenate,,273.692059461691,,CSV,,
Urina,02RCF_csv,Acetone,HMDB01659,321.442115915296,43.1,CSV,278.34211591529595,645.81
Urina,02RCF_csv,Inosine,,340.295036450178,,CSV,,
Urina,02RCF_csv,Acetaminophen,,367.837167999421,,CSV,,
Urina,02RCF_csv,S-Acetamidomethylcysteine,,370.80749321237,,CSV,,
Urina,02RCF_csv,Isoleucine,HMDB00172,406.124491703669,31.4,CSV,374.724491703669,1193.39
Urina,02RCF_csv,2-Deoxyadenosine,,432.251939237384,,CSV,,
Urina,02RCF_csv,Uridine,HMDB00296,432.449612878862,26.9,CSV,405.54961287886204,1507.62
Urina,02RCF_csv,2-Propanol,,441.634042120442,,CSV,,
Urina,02RCF_csv,ATP,,491.604929674145,,CSV,,
Urina,02RCF_csv,2-Methylglutarate,,527.782744213409,,CSV,,
Urina,02RCF_csv,Trimethylamine,,549.609793418933,,CSV,,
Urina,02RCF_csv,Glutarate,,594.30833709211,,CSV,,
Urina,02RCF_csv,TMAO,,604.363744986481,,CSV,,
Urina,02RCF_csv,Dimethylglycine,,619.673125206147,,CSV,,
Urina,02RCF_csv,Hypoxanthine,HMDB00157,645.488387230875,106.6,CSV,538.888387230875,505.52
Urina,02RCF_csv,UMP,,690.78684913664,,CSV,,
Urina,02RCF_csv,Adipate,,725.174021155002,,CSV,,
Urina,02RCF_csv,Syringate,,730.286163732815,,CSV,,
Urina,02RCF_csv,Benzoate,,751.195325806364,,CSV,,
Urina,02RCF_csv,Acetoacetate,HMDB00060,756.01497331386,55.1,CSV,700.91497331386,1272.08
Urina,02RCF_csv,Levulinate,,764.470132178567,,CSV,,
Urina,02RCF_csv,CDP,,765.931491679984,,CSV,,
Urina,02RCF_csv,Cadaverine,,783.156229110476,,CSV,,
Urina,02RCF_csv,Glutaconate,,814.564723196167,,CSV,,
Urina,02RCF_csv,CMP,,831.818234736497,,CSV,,
Urina,02RCF_csv,2-Aminobutyrate,,870.042854039074,,CSV,,
Urina,02RCF_csv,Sarcosine,,874.267471893863,,CSV,,
Urina,02RCF_csv,Glycerophosphocholine,,898.911280386589,,CSV,,
Urina,02RCF_csv,Adenine,,899.04264940122,,CSV,,
Urina,02RCF_csv,Valerate,,949.175131462943,,CSV,,
Urina,02RCF_csv,N-(2-Furoyl)Glycine,,953.807742857024,,CSV,,
Urina,02RCF_csv,Adenosine,,956.381966435173,,CSV,,
Urina,02RCF_csv,Methylamine,,1099.73328814472,,CSV,,
Urina,02RCF_csv,Pantothenate,HMDB00210,1127.36652083295,65.2,CSV,1062.16652083295,1629.09
Urina,02RCF_csv,Isovalerate,,1161.89339484278,,CSV,,
Urina,02RCF_csv,3-HydroxyphenylAcetate,,1198.79786734888,,CSV,,
Urina,02RCF_csv,2-Oxoisovalerate,,1255.03229538934,,CSV,,
Urina,02RCF_csv,Dihydrothymine,,1278.09447971067,,CSV,,
Urina,02RCF_csv,Trans-Acotinate,,1292.57729352916,,CSV,,
Urina,02RCF_csv,Phenylalanine,,1332.415669879,,CSV,,
Urina,02RCF_csv,trans-4-Hydroxy-L-Proline,,1372.27959844643,,CSV,,
Urina,02RCF_csv,2-Deoxyguanosine,,1381.40089115566,,CSV,,
Urina,02RCF_csv,Glutathione-reduced,,1448.52532226929,,CSV,,
Urina,02RCF_csv,Methylguanidine,,1452.80052640514,,CSV,,
Urina,02RCF_csv,trans-Ferulate,,1496.85365501781,,CSV,,
Urina,02RCF_csv,7-Methylxanthine,,1505.7722431374,,CSV,,
Urina,02RCF_csv,Putrescine,,1508.07463259015,,CSV,,
Urina,02RCF_csv,alpha-Hydroxyisobutyrate,,1547.12653085412,,CSV,,
Urina,02RCF_csv,PropyleneGlycol,,1550.56530164565,,CSV,,
Urina,02RCF_csv,Fructose,HMDB00660,1599.0671714285,158.1,CSV,1440.9671714285,911.43
Urina,02RCF_csv,Maltose,,1642.56744188816,,CSV,,
Urina,02RCF_csv,4-HydroxyphenylAcetate,,1679.39932147043,,CSV,,
Urina,02RCF_csv,5-AminoValerate,,1706.30438870005,,CSV,,
Urina,02RCF_csv,Malate,,1723.14641176692,,CSV,,
Urina,02RCF_csv,Threonine,HMDB00167,1747.39029796116,645.5,CSV,1101.89029796116,170.7
Urina,02RCF_csv,2-Oxobutyrate,,1781.06710572204,,CSV,,
Urina,02RCF_csv,4-AminoHippurate,,1786.02757506267,,CSV,,
Urina,02RCF_csv,4-EthylPhenol,,1816.04218510472,,CSV,,
Urina,02RCF_csv,Ethylmalonate,,1837.63243358871,,CSV,,
Urina,02RCF_csv,Hypotaurine,,1888.83020252302,,CSV,,
Urina,02RCF_csv,Pyrocatechol,,1893.91346470173,,CSV,,
Urina,02RCF_csv,Uracil,HMDB00300,1901.60335515759,88.3,CSV,1813.30335515759,2053.57
Urina,02RCF_csv,Fucose,HMDB00174,1907.70624536568,82.2,CSV,1825.50624536568,2220.81
Urina,02RCF_csv,Leucine,HMDB00687,1909.37660564962,86.6,CSV,1822.77660564962,2104.82
Urina,02RCF_csv,Galactose,,1915.32736605701,,CSV,,
Urina,02RCF_csv,Tyrosine,HMDB00158,2030.47588819515,212.7,CSV,1817.77588819515,854.62
Urina,02RCF_csv,Dimethylsulfone,,2079.20952750915,,CSV,,
Urina,02RCF_csv,3-Hydroxybutyrate,HMDB00357,2092.02758835731,49.4,CSV,2042.6275883573098,4134.87
Urina,02RCF_csv,Glycogen,,2093.1817486215,,CSV,,
Urina,02RCF_csv,Acetate,HMDB00042,2144.11611499558,132.4,CSV,2011.71611499558,1519.42
Urina,02RCF_csv,Xylitol,HMDB02917,2192.02157281648,321.3,CSV,1870.72157281648,582.24
Urina,02RCF_csv,3-Methyladipate,,2213.32093010138,,CSV,,
Urina,02RCF_csv,Valine,HMDB00883,2251.66669006968,96.9,CSV,2154.76669006968,2223.7
Urina,02RCF_csv,UTP,,2342.07538280095,,CSV,,
Urina,02RCF_csv,Quinolinate,,2386.30476849341,,CSV,,
Urina,02RCF_csv,Levoglucosan,,2403.06267760215,,CSV,,
Urina,02RCF_csv,Phenylglyoxylate,,2419.48801831485,,CSV,,
Urina,02RCF_csv,3-PhenylPropionate,,2452.71354507769,,CSV,,
Urina,02RCF_csv,Isobutyrate,,2475.32783096408,,CSV,,
Urina,02RCF_csv,Argininosuccinate,,2554.10495205633,,CSV,,
Urina,02RCF_csv,CholineChloride,,2574.02023444251,,CSV,,
Urina,02RCF_csv,Tryptophan,HMDB00929,2589.32370924492,87.8,CSV,2501.5237092449197,2849.12
Urina,02RCF_csv,Indoxylsulfate,,2756.17926527944,,CSV,,
Urina,02RCF_csv,Arginine,,2801.58474871438,,CSV,,
Urina,02RCF_csv,Spermidine,,2850.72737269191,,CSV,,
Urina,02RCF_csv,GTP,,2923.67719595409,,CSV,,
Urina,02RCF_csv,Histidine,HMDB00177,2925.26540803874,2458.2,CSV,467.0654080387403,19.0
Urina,02RCF_csv,O-Acetyl-L-Carnitine,,2997.29711323832,,CSV,,
Urina,02RCF_csv,Malonate,HMDB00691,3009.46150708023,602.0,CSV,2407.46150708023,399.91
Urina,02RCF_csv,Saturated_fattty_acids,,3112.17958485142,,CSV,,
Urina,02RCF_csv,Cystine,,3167.68079364474,,CSV,,
Urina,02RCF_csv,Citrulline,,3228.25636025318,,CSV,,
Urina,02RCF_csv,Methylmalonate,,3415.72258621146,,CSV,,
Urina,02RCF_csv,Allantoin,,3496.68269494622,,CSV,,
Urina,02RCF_csv,Cytosine,,3570.6997664157,,CSV,,
Urina,02RCF_csv,3-Methylxanthine,,3599.16966433866,,CSV,,
Urina,02RCF_csv,Glutathione-oxidized,,3843.59363077198,,CSV,,
Urina,02RCF_csv,Anserine,,3969.97810438743,,CSV,,
Urina,02RCF_csv,Alanine,HMDB00161,4079.68762878759,672.2,CSV,3407.4876287875895,506.92
Urina,02RCF_csv,Carnitine,HMDB00062,4097.3736147873,175.9,CSV,3921.4736147872995,2229.38
Urina,02RCF_csv,Myo-Inositol,,4110.5521152939,,CSV,,
Urina,02RCF_csv,GMP,,4210.77242257809,,CSV,,
Urina,02RCF_csv,Mannose,,4261.3570653616,,CSV,,
Urina,02RCF_csv,Betaine,HMDB00043,4283.58431605369,127.5,CSV,4156.08431605369,3259.67
Urina,02RCF_csv,Phosphocholine,,4340.12821708965,,CSV,,
Urina,02RCF_csv,2-Deoxycytidine,,4428.62112935823,,CSV,,
Urina,02RCF_csv,1-Methylhydantoin,,4466.48820808522,,CSV,,
Urina,02RCF_csv,Citrate,HMDB00094,4598.03280330224,1742.3,CSV,2855.7328033022395,163.91
Urina,02RCF_csv,Lysine,HMDB00182,4668.61826263588,114.5,CSV,4554.11826263588,3977.4
Urina,02RCF_csv,Galactitol,,4760.20619029745,,CSV,,
Urina,02RCF_csv,N-Acetylglycine,,4861.02511369734,,CSV,,
Urina,02RCF_csv,Glycerol,,4974.33406342317,,CSV,,
Urina,02RCF_csv,N-Acetyl-L-Aspartate,,5032.44148181553,,CSV,,
Urina,02RCF_csv,GABA,,5163.20224165213,,CSV,,
Urina,02RCF_csv,Ornithine,,5854.22603771566,,CSV,,
Urina,02RCF_csv,Glucose,HMDB00122,5866.97074040764,278.2,CSV,5588.77074040764,2008.9
Urina,02RCF_csv,"1,3-Diaminopropane",,5910.29397537815,,CSV,,
Urina,02RCF_csv,Glucuronate,,5989.1136341984,,CSV,,
Urina,02RCF_csv,2-Oxoglutarate,HMDB00208,6039.11206767813,200.0,CSV,5839.11206767813,2919.56
Urina,02RCF_csv,Saccarate,,6256.29997334198,,CSV,,
Urina,02RCF_csv,Trigonelline,HMDB00875,6422.95572235987,346.3,CSV,6076.65572235987,1754.74
Urina,02RCF_csv,2-AminoAdipate,,6456.80701916821,,CSV,,
Urina,02RCF_csv,Pyroglutamate,HMDB00267,6575.84317380835,232.6,CSV,6343.24317380835,2727.1
Urina,02RCF_csv,DehydroAscorbate,,6656.66590746274,,CSV,,
Urina,02RCF_csv,Glycolate,HMDB00115,6775.07314812203,547.1,CSV,6227.97314812203,1138.36
Urina,02RCF_csv,Gluconate,,7070.2451895923,,CSV,,
Urina,02RCF_csv,1-Methyl-L-Histidine,,7355.12011381491,,CSV,,
Urina,02RCF_csv,Asparagine,HMDB00168,7564.12578412142,577.3,CSV,6986.82578412142,1210.26
Urina,02RCF_csv,Aspartate,,7738.83694820853,,CSV,,
Urina,02RCF_csv,Dimethylamine,HMDB00087,7960.19044592568,449.1,CSV,7511.09044592568,1672.48
Urina,02RCF_csv,Glutamate,,8243.78001600327,,CSV,,
Urina,02RCF_csv,Beta-Alanine,,8953.00155631872,,CSV,,
Urina,02RCF_csv,Formate,HMDB00142,9221.42413409191,775.6,CSV,8445.82413409191,1088.94
Urina,02RCF_csv,Phenethylamine,,10173.5067720378,,CSV,,
Urina,02RCF_csv,Sorbitol,,10334.4492022914,,CSV,,
Urina,02RCF_csv,Glucose-6-Phosphate,,10846.929736738,,CSV,,
Urina,02RCF_csv,Isocitrate,,11103.3911146069,,CSV,,
Urina,02RCF_csv,Proline,,11262.6613337183,,CSV,,
Urina,02RCF_csv,Lactate,HMDB00190,13106.1947384058,39.4,CSV,13066.7947384058,33164.45
Urina,02RCF_csv,Hippurate,HMDB00714,13758.6600272098,698.6,CSV,13060.0600272098,1869.46
Urina,02RCF_csv,Lactose,,13853.9305177342,,CSV,,
Urina,02RCF_csv,Threonate,,14667.3672042561,,CSV,,
Urina,02RCF_csv,Ethanolamine,HMDB00149,14720.6859294296,662.5,CSV,14058.1859294296,2121.99
Urina,02RCF_csv,Creatine,HMDB00064,15914.5097832402,965.6,CSV,14948.9097832402,1548.15
Urina,02RCF_csv,Carnosine,HMDB00033,16021.9411146306,651.0,CSV,15370.9411146306,2361.13
Urina,02RCF_csv,Threitol,,16579.3231112409,,CSV,,
Urina,02RCF_csv,Guanidinoacetate,,17787.988140959,,CSV,,
Urina,02RCF_csv,Glutamine,HMDB00641,22149.2025223504,1095.6,CSV,21053.6025223504,1921.65
Urina,02RCF_csv,Cysteine,,23501.9391777993,,CSV,,
Urina,02RCF_csv,Taurine,HMDB00251,27915.5194276784,1589.1,CSV,26326.4194276784,1656.69
Urina,02RCF_csv,Serine,HMDB00187,31789.7987221952,1137.6,CSV,30652.1987221952,2694.46
Urina,02RCF_csv,3-Methyl-L-Histidine,,37182.8099559478,,CSV,,
Urina,02RCF_csv,Glycine,HMDB00123,81779.2290826844,3972.8,CSV,77806.4290826844,1958.48
Urina,02RCF_csv,Creatinine,HMDB00562,338374.919256005,14392.1,CSV,323982.81925600505,2251.12
Urina,03RCF_csv,Glycine,HMDB00123,0.0,1538.4,CSV,1538.4,100.0
Urina,03RCF_csv,Argininosuccinate,,0.0,,CSV,,
Urina,03RCF_csv,Hypotaurine,,0.0,,CSV,,
Urina,03RCF_csv,Pyrocatechol,,0.0,,CSV,,
Urina,03RCF_csv,Glutathione-reduced,,0.0,,CSV,,
Urina,03RCF_csv,Acetate,HMDB00042,0.0,73.4,CSV,73.4,100.0
Urina,03RCF_csv,Uridine,HMDB00296,0.0,13.0,CSV,13.0,100.0
Urina,03RCF_csv,TMAO,,0.0,,CSV,,
Urina,03RCF_csv,Succinate,HMDB00254,0.0,86.9,CSV,86.9,100.0
Urina,03RCF_csv,Kynurenate,,0.0,,CSV,,
Urina,03RCF_csv,7-Methylxanthine,,0.0,,CSV,,
Urina,03RCF_csv,Levulinate,,0.0,,CSV,,
Urina,03RCF_csv,GDP,,0.0,,CSV,,
Urina,03RCF_csv,3-Methyl-L-Histidine,,0.0,,CSV,,
Urina,03RCF_csv,DehydroAscorbate,,0.0,,CSV,,
Urina,03RCF_csv,Ascorbate,,0.0,,CSV,,
Urina,03RCF_csv,NAD,,0.0,,CSV,,
Urina,03RCF_csv,Mandelate,,0.0,,CSV,,
Urina,03RCF_csv,Glucuronate,,1.21285670126123,,CSV,,
Urina,03RCF_csv,dAMP,,1.2962577003994,,CSV,,
Urina,03RCF_csv,NADP,,25.3087710052976,,CSV,,
Urina,03RCF_csv,Nicotinurate,,25.4814359243707,,CSV,,
Urina,03RCF_csv,Adenosine,,25.8452905086165,,CSV,,
Urina,03RCF_csv,AMP,,31.6639653934883,,CSV,,
Urina,03RCF_csv,Fumarate,,34.1274032304273,,CSV,,
Urina,03RCF_csv,Citraconate,,39.8205975150363,,CSV,,
Urina,03RCF_csv,UDP,,45.7884632772059,,CSV,,
Urina,03RCF_csv,CMP,,54.303380936412,,CSV,,
Urina,03RCF_csv,Syringate,,61.252665409328,,CSV,,
Urina,03RCF_csv,Formate,HMDB00142,71.1037683193926,312.9,CSV,241.79623168060738,77.28
Urina,03RCF_csv,IMP,,76.1298738714493,,CSV,,
Urina,03RCF_csv,Cadaverine,,80.3293925103656,,CSV,,
Urina,03RCF_csv,Glucose,HMDB00122,85.0648586653017,311.6,CSV,226.53514133469832,72.7
Urina,03RCF_csv,Tartarate,,97.8430221297051,,CSV,,
Urina,03RCF_csv,Galactose,,101.917984444614,,CSV,,
Urina,03RCF_csv,UMP,,103.304446972533,,CSV,,
Urina,03RCF_csv,Nicotinate,,112.998863015829,,CSV,,
Urina,03RCF_csv,Inosine,,113.339842810623,,CSV,,
Urina,03RCF_csv,Pantothenate,HMDB00210,128.698049294956,58.4,CSV,70.298049294956,120.37
Urina,03RCF_csv,GMP,,130.48687201082,,CSV,,
Urina,03RCF_csv,Dimethylglycine,,141.448965971639,,CSV,,
Urina,03RCF_csv,Adipate,,145.133341657028,,CSV,,
Urina,03RCF_csv,Valine,HMDB00883,149.286991416793,41.6,CSV,107.686991416793,258.86
Urina,03RCF_csv,CTP,,164.295867092849,,CSV,,
Urina,03RCF_csv,Isobutyrate,,172.155220605801,,CSV,,
Urina,03RCF_csv,Valerate,,172.216267797097,,CSV,,
Urina,03RCF_csv,Trimethylamine,,191.279989350846,,CSV,,
Urina,03RCF_csv,Methylamine,,237.605774294457,,CSV,,
Urina,03RCF_csv,2-Deoxyadenosine,,248.712340285414,,CSV,,
